uniprot_id,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
D3ZGQ2,0.145,0.152,0.703,0.203,0.442,0.333,0.029,0.072,0.152,0.145,0.703,0.493,0.232,0.377,0.145,0.072,0.188,0.478,0.522
D3ZJF9,0.136,0.091,0.773,0.254,0.489,0.385,0.04,0.118,0.091,0.136,0.773,0.513,0.206,0.329,0.144,0.064,0.251,0.473,0.527
D3ZNG3,0.138,0.147,0.715,0.215,0.455,0.384,0.038,0.082,0.147,0.138,0.715,0.477,0.221,0.345,0.099,0.041,0.171,0.418,0.582
D3ZUM4,0.17,0.163,0.667,0.234,0.41,0.348,0.046,0.089,0.163,0.17,0.667,0.496,0.239,0.333,0.109,0.066,0.217,0.471,0.529
D3ZWV0,0.117,0.112,0.771,0.21,0.523,0.456,0.061,0.084,0.112,0.117,0.771,0.495,0.215,0.379,0.124,0.035,0.269,0.561,0.439
D3ZYL0,0.151,0.09,0.759,0.233,0.479,0.421,0.076,0.059,0.09,0.151,0.759,0.499,0.274,0.33,0.112,0.075,0.274,0.553,0.447
D4A7K4,0.133,0.094,0.773,0.181,0.566,0.464,0.071,0.094,0.094,0.133,0.773,0.543,0.23,0.316,0.087,0.051,0.204,0.462,0.538
D4A7K7,0.165,0.08,0.755,0.22,0.509,0.442,0.078,0.068,0.08,0.165,0.755,0.522,0.269,0.296,0.108,0.049,0.256,0.499,0.501
D4ADR1,0.129,0.147,0.724,0.239,0.437,0.369,0.053,0.073,0.147,0.129,0.724,0.461,0.231,0.404,0.137,0.065,0.273,0.559,0.441
D5F1R0,0.12,0.131,0.749,0.186,0.525,0.443,0.055,0.06,0.131,0.12,0.749,0.516,0.213,0.355,0.112,0.052,0.219,0.497,0.503
D5FGE8,0.117,0.099,0.784,0.246,0.488,0.402,0.055,0.101,0.099,0.117,0.784,0.508,0.221,0.35,0.138,0.052,0.233,0.526,0.474
D5HSX5,0.114,0.094,0.792,0.221,0.539,0.455,0.039,0.062,0.094,0.114,0.792,0.558,0.185,0.354,0.133,0.039,0.231,0.526,0.474
D5JEH1,0.148,0.124,0.728,0.212,0.491,0.385,0.032,0.106,0.124,0.148,0.728,0.473,0.205,0.346,0.106,0.057,0.226,0.438,0.562
D6NSM8,0.152,0.142,0.706,0.243,0.426,0.347,0.061,0.096,0.142,0.152,0.706,0.462,0.249,0.362,0.137,0.057,0.236,0.502,0.498
E1BI31,0.115,0.065,0.82,0.247,0.518,0.393,0.041,0.132,0.065,0.115,0.82,0.559,0.211,0.293,0.149,0.058,0.211,0.48,0.52
E1BKU0,0.127,0.04,0.833,0.18,0.647,0.567,0.047,0.127,0.04,0.127,0.833,0.667,0.18,0.2,0.087,0.02,0.273,0.453,0.547
E1BN64,0.162,0.112,0.726,0.202,0.418,0.343,0.025,0.112,0.112,0.162,0.726,0.417,0.292,0.295,0.104,0.039,0.178,0.443,0.557
E2JF22,0.169,0.119,0.712,0.206,0.475,0.389,0.062,0.082,0.119,0.169,0.712,0.508,0.263,0.323,0.115,0.049,0.175,0.416,0.584
E2QDN0,0.12,0.14,0.739,0.278,0.426,0.363,0.038,0.08,0.14,0.12,0.739,0.436,0.193,0.424,0.125,0.033,0.223,0.426,0.574
E2QF15,0.13,0.043,0.826,0.205,0.596,0.514,0.046,0.084,0.043,0.13,0.826,0.591,0.202,0.269,0.141,0.043,0.325,0.56,0.44
E3UJZ5,0.181,0.176,0.644,0.212,0.38,0.338,0.022,0.041,0.176,0.181,0.644,0.403,0.254,0.394,0.116,0.034,0.181,0.42,0.58
E5KIY2,0.129,0.116,0.755,0.266,0.43,0.339,0.054,0.113,0.116,0.129,0.755,0.478,0.242,0.349,0.118,0.089,0.266,0.503,0.497
E9BSI1,0.087,0.033,0.88,0.19,0.663,0.587,0.077,0.103,0.033,0.087,0.88,0.647,0.19,0.257,0.113,0.037,0.32,0.56,0.44
E9PTA2,0.177,0.11,0.713,0.187,0.498,0.411,0.077,0.067,0.11,0.177,0.713,0.455,0.282,0.344,0.081,0.072,0.316,0.512,0.488
E9PU00,0.16,0.083,0.756,0.301,0.397,0.327,0.051,0.064,0.083,0.16,0.756,0.455,0.269,0.346,0.167,0.09,0.244,0.532,0.468
E9PZQ0,0.141,0.168,0.691,0.214,0.434,0.339,0.049,0.089,0.168,0.141,0.691,0.441,0.234,0.418,0.132,0.049,0.253,0.487,0.513
E9Q4Z2,0.103,0.096,0.801,0.233,0.55,0.494,0.11,0.062,0.096,0.103,0.801,0.527,0.232,0.357,0.132,0.044,0.316,0.57,0.43
E9Q6R7,0.136,0.117,0.747,0.212,0.478,0.372,0.025,0.124,0.117,0.136,0.747,0.51,0.218,0.313,0.116,0.044,0.19,0.447,0.553
E9QYP0,0.116,0.049,0.835,0.184,0.588,0.524,0.056,0.056,0.049,0.116,0.835,0.562,0.236,0.285,0.09,0.056,0.303,0.592,0.408
F1KRD8,0.132,0.109,0.76,0.21,0.509,0.404,0.042,0.103,0.109,0.132,0.76,0.52,0.214,0.332,0.127,0.052,0.221,0.472,0.528
F1LNR9,0.085,0.062,0.853,0.208,0.613,0.479,0.039,0.162,0.062,0.085,0.853,0.611,0.156,0.276,0.122,0.042,0.243,0.484,0.516
F1M391,0.1,0.072,0.827,0.243,0.558,0.474,0.068,0.089,0.072,0.1,0.827,0.593,0.194,0.315,0.145,0.054,0.259,0.542,0.458
F1MN93,0.115,0.134,0.751,0.238,0.458,0.374,0.058,0.084,0.134,0.115,0.751,0.474,0.228,0.377,0.154,0.05,0.223,0.505,0.495
F1MPW5,0.106,0.088,0.806,0.222,0.55,0.466,0.104,0.106,0.088,0.106,0.806,0.552,0.243,0.322,0.122,0.042,0.258,0.534,0.466
F1QCV2,0.149,0.128,0.723,0.192,0.417,0.32,0.029,0.13,0.128,0.149,0.723,0.397,0.291,0.306,0.095,0.041,0.188,0.463,0.537
F1RRW5,0.14,0.107,0.753,0.195,0.519,0.418,0.056,0.107,0.107,0.14,0.753,0.504,0.234,0.326,0.103,0.059,0.239,0.492,0.508
F4MUJ9,0.162,0.15,0.688,0.182,0.449,0.391,0.028,0.066,0.15,0.162,0.688,0.449,0.246,0.354,0.118,0.024,0.166,0.444,0.556
F5A8F7,0.132,0.103,0.765,0.219,0.509,0.438,0.037,0.066,0.103,0.132,0.765,0.482,0.205,0.37,0.126,0.055,0.279,0.491,0.509
F5BCZ9,0.076,0.093,0.831,0.22,0.574,0.488,0.06,0.105,0.093,0.076,0.831,0.562,0.173,0.342,0.136,0.033,0.276,0.539,0.461
F7HEV7,0.128,0.12,0.752,0.191,0.513,0.446,0.035,0.079,0.12,0.128,0.752,0.493,0.21,0.348,0.112,0.043,0.271,0.56,0.44
F8V479,0.129,0.159,0.712,0.188,0.512,0.453,0.071,0.065,0.159,0.129,0.712,0.488,0.212,0.4,0.118,0.024,0.276,0.518,0.482
G1C7A4,0.155,0.122,0.723,0.249,0.442,0.375,0.052,0.078,0.122,0.155,0.723,0.478,0.239,0.361,0.141,0.064,0.221,0.476,0.524
G1FEK8,0.185,0.055,0.76,0.322,0.404,0.336,0.021,0.096,0.055,0.185,0.76,0.445,0.24,0.322,0.11,0.123,0.342,0.486,0.514
G1SVH0,0.089,0.034,0.878,0.219,0.638,0.581,0.076,0.068,0.034,0.089,0.878,0.62,0.185,0.294,0.128,0.039,0.346,0.573,0.427
G2YM83,0.161,0.118,0.72,0.231,0.45,0.387,0.052,0.073,0.118,0.161,0.72,0.478,0.253,0.355,0.131,0.041,0.229,0.489,0.511
G3FIN0,0.132,0.105,0.763,0.153,0.593,0.55,0.048,0.036,0.105,0.132,0.763,0.584,0.196,0.325,0.105,0.026,0.306,0.615,0.385
G3H407,0.117,0.119,0.764,0.219,0.468,0.371,0.035,0.126,0.119,0.117,0.764,0.488,0.23,0.344,0.132,0.035,0.168,0.488,0.512
G3H9J3,0.161,0.105,0.734,0.251,0.426,0.341,0.063,0.105,0.105,0.161,0.734,0.459,0.282,0.34,0.134,0.044,0.186,0.459,0.541
G3HDX1,0.12,0.072,0.808,0.203,0.574,0.485,0.038,0.1,0.072,0.12,0.808,0.601,0.189,0.275,0.144,0.045,0.251,0.488,0.512
G3HIE5,0.119,0.106,0.774,0.242,0.49,0.408,0.074,0.094,0.106,0.119,0.774,0.518,0.235,0.344,0.124,0.053,0.21,0.506,0.494
G3I1B6,0.103,0.081,0.816,0.273,0.525,0.474,0.068,0.073,0.081,0.103,0.816,0.566,0.19,0.379,0.168,0.048,0.288,0.609,0.391
G3IAK4,0.14,0.13,0.73,0.226,0.469,0.376,0.047,0.119,0.13,0.14,0.73,0.469,0.221,0.372,0.133,0.028,0.207,0.466,0.534
G3V673,0.149,0.118,0.732,0.268,0.43,0.36,0.07,0.083,0.118,0.149,0.732,0.496,0.254,0.325,0.101,0.096,0.259,0.535,0.465
G3V783,0.117,0.027,0.856,0.221,0.582,0.445,0.027,0.137,0.027,0.117,0.856,0.632,0.197,0.234,0.144,0.047,0.187,0.448,0.552
G3V906,0.151,0.078,0.771,0.213,0.543,0.464,0.071,0.092,0.078,0.151,0.771,0.527,0.237,0.333,0.133,0.028,0.254,0.512,0.488
G3V9H8,0.119,0.107,0.774,0.184,0.552,0.498,0.046,0.05,0.107,0.119,0.774,0.513,0.203,0.345,0.107,0.038,0.284,0.529,0.471
G4VFD7,0.165,0.135,0.7,0.19,0.46,0.365,0.015,0.09,0.135,0.165,0.7,0.47,0.23,0.37,0.13,0.045,0.21,0.47,0.53
G5EB00,0.154,0.152,0.695,0.202,0.455,0.378,0.041,0.099,0.152,0.154,0.695,0.461,0.232,0.365,0.112,0.028,0.193,0.457,0.543
G5EF15,0.152,0.083,0.765,0.256,0.471,0.394,0.121,0.058,0.083,0.152,0.765,0.535,0.31,0.323,0.175,0.062,0.262,0.592,0.408
G7N604,0.127,0.146,0.728,0.184,0.481,0.437,0.057,0.063,0.146,0.127,0.728,0.506,0.247,0.31,0.089,0.044,0.152,0.462,0.538
G7P5Q7,0.154,0.108,0.738,0.212,0.473,0.385,0.062,0.104,0.108,0.154,0.738,0.45,0.269,0.358,0.131,0.023,0.238,0.5,0.5
G7PWB2,0.098,0.064,0.837,0.181,0.62,0.521,0.061,0.117,0.064,0.098,0.837,0.644,0.196,0.215,0.083,0.049,0.206,0.463,0.537
G7Q3P2,0.123,0.053,0.825,0.22,0.56,0.44,0.045,0.136,0.053,0.123,0.825,0.604,0.212,0.231,0.131,0.058,0.212,0.448,0.552
H6TY12,0.156,0.087,0.758,0.246,0.457,0.379,0.085,0.09,0.087,0.156,0.758,0.448,0.295,0.348,0.14,0.034,0.207,0.475,0.525
H9B8T9,0.135,0.108,0.757,0.235,0.496,0.442,0.114,0.065,0.108,0.135,0.757,0.478,0.274,0.385,0.143,0.033,0.291,0.555,0.445
H9BT73,0.128,0.052,0.819,0.249,0.521,0.429,0.031,0.105,0.052,0.128,0.819,0.568,0.209,0.272,0.17,0.06,0.251,0.479,0.521
H9CNL0,0.153,0.127,0.72,0.169,0.518,0.418,0.056,0.103,0.127,0.153,0.72,0.493,0.242,0.329,0.09,0.04,0.213,0.453,0.547
H9EUW9,0.143,0.147,0.71,0.25,0.411,0.33,0.049,0.069,0.147,0.143,0.71,0.455,0.241,0.393,0.165,0.047,0.201,0.481,0.519
H9FL65,0.148,0.111,0.741,0.207,0.505,0.426,0.046,0.075,0.111,0.148,0.741,0.495,0.223,0.334,0.082,0.059,0.22,0.43,0.57
H9TVJ1,0.168,0.109,0.723,0.204,0.475,0.415,0.087,0.063,0.109,0.168,0.723,0.466,0.298,0.331,0.122,0.045,0.227,0.497,0.503
H9YX08,0.117,0.117,0.765,0.191,0.495,0.436,0.044,0.057,0.117,0.117,0.765,0.503,0.241,0.321,0.094,0.059,0.22,0.524,0.476
I1U3K2,0.11,0.072,0.818,0.228,0.558,0.424,0.04,0.142,0.072,0.11,0.818,0.606,0.182,0.284,0.129,0.062,0.188,0.442,0.558
I3LIR5,0.11,0.064,0.825,0.271,0.526,0.431,0.049,0.119,0.064,0.11,0.825,0.517,0.187,0.343,0.159,0.06,0.301,0.512,0.488
I3LTK9,0.124,0.108,0.769,0.215,0.526,0.42,0.058,0.108,0.108,0.124,0.769,0.564,0.209,0.317,0.129,0.056,0.205,0.5,0.5
I3LVF1,0.087,0.122,0.791,0.17,0.583,0.5,0.017,0.078,0.122,0.087,0.791,0.548,0.143,0.335,0.087,0.03,0.274,0.522,0.478
I3VR33,0.141,0.107,0.752,0.229,0.482,0.407,0.077,0.06,0.107,0.141,0.752,0.49,0.259,0.36,0.152,0.062,0.259,0.525,0.475
I6L8L7,0.15,0.11,0.74,0.202,0.503,0.424,0.037,0.115,0.11,0.15,0.74,0.513,0.223,0.306,0.097,0.04,0.206,0.481,0.519
I6X8D2,0.154,0.143,0.703,0.211,0.463,0.381,0.055,0.104,0.143,0.154,0.703,0.465,0.238,0.355,0.107,0.041,0.197,0.453,0.547
I6YFP0,0.136,0.137,0.727,0.211,0.475,0.389,0.041,0.089,0.137,0.136,0.727,0.482,0.218,0.357,0.116,0.049,0.211,0.456,0.544
J3SE37,0.144,0.084,0.772,0.257,0.481,0.37,0.051,0.109,0.084,0.144,0.772,0.523,0.228,0.329,0.165,0.06,0.22,0.467,0.533
J7IFZ2,0.172,0.119,0.708,0.245,0.418,0.355,0.058,0.065,0.119,0.172,0.708,0.433,0.275,0.387,0.172,0.036,0.238,0.514,0.486
K4CF70,0.125,0.051,0.824,0.239,0.533,0.422,0.036,0.14,0.051,0.125,0.824,0.566,0.214,0.26,0.125,0.048,0.219,0.47,0.53
K4JQ36,0.121,0.096,0.783,0.172,0.554,0.516,0.045,0.051,0.096,0.121,0.783,0.51,0.223,0.312,0.083,0.038,0.312,0.58,0.42
K7N5L9,0.151,0.106,0.743,0.229,0.489,0.383,0.045,0.109,0.106,0.151,0.743,0.501,0.221,0.342,0.135,0.05,0.225,0.463,0.537
K9N7C7,0.152,0.181,0.667,0.211,0.426,0.368,0.049,0.083,0.181,0.152,0.667,0.426,0.23,0.397,0.123,0.025,0.196,0.471,0.529
L8I2E6,0.095,0.057,0.848,0.241,0.556,0.444,0.041,0.119,0.057,0.095,0.848,0.583,0.187,0.293,0.149,0.057,0.233,0.512,0.488
M3VH47,0.141,0.132,0.726,0.222,0.459,0.376,0.043,0.077,0.132,0.141,0.726,0.491,0.229,0.338,0.12,0.077,0.241,0.481,0.519
O00115,0.145,0.097,0.759,0.241,0.5,0.415,0.054,0.077,0.097,0.145,0.759,0.543,0.216,0.335,0.102,0.065,0.21,0.426,0.574
O00141,0.132,0.122,0.746,0.181,0.532,0.454,0.038,0.073,0.122,0.132,0.746,0.511,0.203,0.338,0.097,0.046,0.238,0.514,0.486
O00142,0.113,0.109,0.778,0.241,0.499,0.424,0.071,0.084,0.109,0.113,0.778,0.521,0.221,0.353,0.141,0.053,0.254,0.55,0.45
O00167,0.152,0.142,0.706,0.223,0.449,0.391,0.05,0.076,0.142,0.152,0.706,0.454,0.236,0.37,0.121,0.032,0.206,0.456,0.544
O00182,0.09,0.053,0.857,0.236,0.6,0.51,0.037,0.093,0.053,0.09,0.857,0.6,0.148,0.319,0.138,0.05,0.282,0.527,0.473
O00187,0.127,0.05,0.822,0.24,0.527,0.414,0.038,0.133,0.05,0.127,0.822,0.574,0.222,0.26,0.148,0.044,0.172,0.456,0.544
O00206,0.087,0.101,0.812,0.288,0.476,0.405,0.119,0.042,0.101,0.087,0.812,0.482,0.254,0.444,0.173,0.044,0.244,0.577,0.423
O00214,0.138,0.098,0.764,0.185,0.547,0.465,0.059,0.098,0.098,0.138,0.764,0.52,0.228,0.319,0.102,0.039,0.232,0.531,0.469
O00220,0.121,0.123,0.757,0.224,0.502,0.432,0.091,0.076,0.123,0.121,0.757,0.49,0.242,0.376,0.135,0.039,0.273,0.545,0.455
O00222,0.105,0.058,0.836,0.262,0.523,0.416,0.061,0.1,0.058,0.105,0.836,0.572,0.217,0.306,0.168,0.07,0.243,0.502,0.498
O00231,0.115,0.085,0.8,0.235,0.504,0.42,0.039,0.094,0.085,0.115,0.8,0.551,0.216,0.291,0.137,0.056,0.222,0.478,0.522
O00238,0.138,0.148,0.714,0.244,0.439,0.36,0.056,0.084,0.148,0.138,0.714,0.457,0.226,0.401,0.164,0.041,0.236,0.509,0.491
O00255,0.134,0.125,0.741,0.203,0.515,0.451,0.072,0.082,0.125,0.134,0.741,0.493,0.23,0.364,0.111,0.026,0.246,0.502,0.498
O00257,0.202,0.114,0.684,0.18,0.473,0.432,0.109,0.05,0.114,0.202,0.684,0.45,0.341,0.338,0.104,0.027,0.248,0.523,0.477
O00264,0.133,0.2,0.667,0.169,0.482,0.415,0.067,0.087,0.2,0.133,0.667,0.456,0.215,0.41,0.103,0.021,0.226,0.513,0.487
O00311,0.128,0.062,0.81,0.21,0.58,0.511,0.064,0.078,0.062,0.128,0.81,0.564,0.212,0.32,0.141,0.041,0.329,0.582,0.418
O00329,0.142,0.141,0.717,0.253,0.43,0.366,0.066,0.077,0.141,0.142,0.717,0.439,0.242,0.407,0.153,0.049,0.256,0.538,0.462
O00337,0.141,0.133,0.726,0.209,0.494,0.441,0.097,0.045,0.133,0.141,0.726,0.457,0.26,0.413,0.143,0.039,0.278,0.544,0.456
O00391,0.117,0.126,0.758,0.216,0.496,0.427,0.062,0.077,0.126,0.117,0.758,0.504,0.225,0.335,0.108,0.059,0.233,0.507,0.493
O00398,0.078,0.074,0.848,0.238,0.571,0.453,0.044,0.111,0.074,0.078,0.848,0.559,0.16,0.349,0.143,0.072,0.307,0.557,0.443
O00400,0.09,0.071,0.839,0.226,0.582,0.468,0.032,0.112,0.071,0.09,0.839,0.596,0.152,0.322,0.14,0.056,0.281,0.509,0.491
O00408,0.159,0.131,0.71,0.186,0.493,0.414,0.072,0.076,0.131,0.159,0.71,0.441,0.262,0.393,0.121,0.031,0.234,0.493,0.507
O00418,0.14,0.108,0.752,0.197,0.528,0.457,0.071,0.079,0.108,0.14,0.752,0.509,0.238,0.332,0.108,0.032,0.216,0.457,0.543
O00421,0.1,0.081,0.819,0.265,0.515,0.421,0.048,0.097,0.081,0.1,0.819,0.507,0.188,0.38,0.164,0.051,0.294,0.553,0.447
O00429,0.116,0.113,0.771,0.236,0.503,0.445,0.087,0.068,0.113,0.116,0.771,0.523,0.235,0.355,0.112,0.065,0.252,0.543,0.457
O00443,0.125,0.121,0.754,0.242,0.462,0.379,0.048,0.085,0.121,0.125,0.754,0.477,0.224,0.372,0.108,0.036,0.184,0.445,0.555
O00444,0.097,0.089,0.814,0.247,0.494,0.441,0.049,0.081,0.089,0.097,0.814,0.478,0.219,0.352,0.121,0.053,0.3,0.587,0.413
O00459,0.147,0.1,0.753,0.173,0.567,0.5,0.087,0.08,0.1,0.147,0.753,0.54,0.247,0.313,0.073,0.04,0.247,0.5,0.5
O00462,0.149,0.138,0.713,0.176,0.495,0.45,0.038,0.062,0.138,0.149,0.713,0.478,0.228,0.356,0.093,0.028,0.211,0.467,0.533
O00481,0.108,0.136,0.756,0.192,0.508,0.438,0.023,0.036,0.136,0.108,0.756,0.474,0.187,0.433,0.154,0.033,0.292,0.585,0.415
O00482,0.083,0.057,0.86,0.178,0.614,0.545,0.152,0.098,0.057,0.083,0.86,0.511,0.303,0.314,0.068,0.03,0.311,0.64,0.36
O00483,0.116,0.08,0.805,0.225,0.541,0.43,0.041,0.114,0.08,0.116,0.805,0.559,0.195,0.295,0.116,0.061,0.232,0.448,0.552
O00487,0.126,0.092,0.782,0.27,0.48,0.435,0.135,0.057,0.092,0.126,0.782,0.455,0.292,0.41,0.168,0.047,0.308,0.602,0.398
O00506,0.1,0.12,0.78,0.236,0.507,0.442,0.07,0.089,0.12,0.1,0.78,0.52,0.207,0.365,0.142,0.038,0.241,0.533,0.467
O00512,0.153,0.168,0.679,0.206,0.43,0.35,0.044,0.087,0.168,0.153,0.679,0.403,0.24,0.397,0.114,0.044,0.241,0.48,0.52
O00519,0.157,0.113,0.73,0.239,0.433,0.354,0.035,0.069,0.113,0.157,0.73,0.485,0.25,0.367,0.159,0.044,0.219,0.511,0.489
O00555,0.114,0.099,0.787,0.214,0.53,0.44,0.078,0.123,0.099,0.114,0.787,0.52,0.235,0.332,0.12,0.028,0.213,0.508,0.492
O00560,0.12,0.106,0.774,0.207,0.508,0.396,0.06,0.126,0.106,0.12,0.774,0.492,0.24,0.338,0.114,0.038,0.218,0.514,0.486
O00571,0.149,0.134,0.716,0.238,0.425,0.352,0.056,0.085,0.134,0.149,0.716,0.43,0.259,0.378,0.13,0.044,0.203,0.463,0.537
O00574,0.141,0.103,0.756,0.175,0.534,0.456,0.062,0.099,0.103,0.141,0.756,0.528,0.25,0.294,0.103,0.034,0.21,0.502,0.498
O00625,0.123,0.14,0.737,0.144,0.567,0.516,0.042,0.058,0.14,0.123,0.737,0.547,0.191,0.328,0.098,0.019,0.286,0.563,0.437
O00746,0.143,0.157,0.7,0.132,0.521,0.446,0.036,0.054,0.157,0.143,0.7,0.489,0.225,0.325,0.075,0.064,0.225,0.489,0.511
O00748,0.109,0.102,0.789,0.195,0.558,0.454,0.068,0.091,0.102,0.109,0.789,0.522,0.213,0.347,0.104,0.045,0.242,0.494,0.506
O00750,0.188,0.121,0.691,0.217,0.401,0.357,0.024,0.063,0.121,0.188,0.691,0.411,0.285,0.338,0.126,0.039,0.188,0.464,0.536
O00754,0.116,0.106,0.778,0.206,0.534,0.455,0.048,0.094,0.106,0.116,0.778,0.513,0.202,0.351,0.104,0.037,0.268,0.549,0.451
O00763,0.127,0.104,0.77,0.203,0.539,0.465,0.071,0.071,0.104,0.127,0.77,0.523,0.224,0.355,0.131,0.033,0.245,0.53,0.47
O00764,0.121,0.138,0.742,0.247,0.464,0.394,0.077,0.058,0.138,0.121,0.742,0.488,0.228,0.404,0.161,0.044,0.246,0.517,0.483
O00767,0.134,0.11,0.756,0.224,0.498,0.425,0.053,0.073,0.11,0.134,0.756,0.502,0.221,0.362,0.126,0.059,0.248,0.509,0.491
O02662,0.123,0.046,0.831,0.262,0.538,0.426,0.033,0.103,0.046,0.123,0.831,0.585,0.187,0.318,0.172,0.069,0.285,0.505,0.495
O02667,0.118,0.107,0.775,0.19,0.536,0.433,0.048,0.093,0.107,0.118,0.775,0.495,0.215,0.36,0.097,0.055,0.235,0.505,0.495
O02747,0.105,0.08,0.815,0.247,0.534,0.46,0.083,0.08,0.08,0.105,0.815,0.522,0.222,0.361,0.139,0.04,0.265,0.537,0.463
O02768,0.153,0.161,0.686,0.205,0.464,0.419,0.078,0.054,0.161,0.153,0.686,0.462,0.249,0.396,0.127,0.022,0.235,0.494,0.506
O02776,0.145,0.118,0.737,0.225,0.477,0.405,0.065,0.103,0.118,0.145,0.737,0.454,0.244,0.37,0.141,0.011,0.237,0.496,0.504
O02824,0.135,0.127,0.737,0.224,0.486,0.423,0.083,0.073,0.127,0.135,0.737,0.496,0.246,0.371,0.131,0.037,0.249,0.537,0.463
O02853,0.12,0.131,0.749,0.179,0.536,0.441,0.061,0.097,0.131,0.12,0.749,0.515,0.215,0.331,0.089,0.038,0.224,0.473,0.527
O04417,0.121,0.123,0.756,0.215,0.497,0.416,0.057,0.087,0.123,0.121,0.756,0.496,0.222,0.356,0.112,0.041,0.226,0.512,0.488
O06446,0.144,0.121,0.735,0.196,0.484,0.428,0.029,0.062,0.121,0.144,0.735,0.484,0.229,0.369,0.141,0.023,0.245,0.52,0.48
O07855,0.098,0.091,0.811,0.262,0.473,0.388,0.068,0.073,0.091,0.098,0.811,0.46,0.242,0.402,0.144,0.051,0.24,0.534,0.466
O07911,0.062,0.069,0.869,0.229,0.609,0.497,0.045,0.136,0.069,0.062,0.869,0.591,0.138,0.321,0.136,0.04,0.269,0.512,0.488
O08530,0.232,0.128,0.64,0.218,0.408,0.393,0.066,0.028,0.128,0.232,0.64,0.479,0.313,0.313,0.128,0.052,0.213,0.474,0.526
O08532,0.181,0.184,0.635,0.194,0.402,0.344,0.015,0.054,0.184,0.181,0.635,0.422,0.235,0.389,0.098,0.033,0.185,0.381,0.619
O08537,0.118,0.145,0.738,0.167,0.558,0.485,0.068,0.076,0.145,0.118,0.738,0.528,0.199,0.355,0.086,0.038,0.242,0.504,0.496
O08556,0.128,0.131,0.741,0.2,0.493,0.416,0.065,0.1,0.131,0.128,0.741,0.492,0.241,0.361,0.128,0.017,0.194,0.487,0.513
O08557,0.15,0.135,0.716,0.19,0.515,0.454,0.043,0.086,0.135,0.15,0.716,0.492,0.203,0.358,0.099,0.028,0.239,0.462,0.538
O08562,0.148,0.137,0.715,0.189,0.493,0.403,0.048,0.093,0.137,0.148,0.715,0.481,0.23,0.35,0.106,0.044,0.212,0.471,0.529
O08565,0.085,0.121,0.794,0.166,0.603,0.548,0.055,0.048,0.121,0.085,0.794,0.578,0.166,0.367,0.116,0.023,0.324,0.628,0.372
O08590,0.138,0.075,0.787,0.18,0.575,0.449,0.057,0.135,0.075,0.138,0.787,0.56,0.228,0.284,0.096,0.036,0.213,0.425,0.575
O08663,0.172,0.12,0.708,0.201,0.488,0.402,0.072,0.067,0.12,0.172,0.708,0.455,0.263,0.368,0.096,0.072,0.316,0.507,0.493
O08689,0.174,0.132,0.694,0.223,0.446,0.347,0.066,0.099,0.132,0.174,0.694,0.463,0.264,0.339,0.099,0.041,0.132,0.405,0.595
O08703,0.107,0.074,0.818,0.234,0.56,0.44,0.048,0.131,0.074,0.107,0.818,0.569,0.179,0.311,0.125,0.059,0.258,0.475,0.525
O08725,0.123,0.116,0.762,0.192,0.519,0.424,0.054,0.112,0.116,0.123,0.762,0.502,0.227,0.327,0.096,0.045,0.223,0.477,0.523
O08726,0.151,0.115,0.734,0.245,0.449,0.363,0.045,0.091,0.115,0.151,0.734,0.475,0.236,0.354,0.141,0.047,0.203,0.448,0.552
O08786,0.115,0.095,0.789,0.226,0.509,0.411,0.037,0.11,0.095,0.115,0.789,0.522,0.206,0.318,0.13,0.039,0.212,0.458,0.542
O08790,0.165,0.079,0.756,0.282,0.432,0.387,0.045,0.056,0.079,0.165,0.756,0.447,0.252,0.361,0.135,0.098,0.357,0.568,0.432
O08816,0.106,0.066,0.829,0.235,0.533,0.406,0.04,0.12,0.066,0.106,0.829,0.585,0.207,0.275,0.124,0.085,0.228,0.479,0.521
O08858,0.094,0.05,0.856,0.215,0.602,0.492,0.058,0.113,0.05,0.094,0.856,0.622,0.191,0.265,0.138,0.058,0.254,0.555,0.445
O08892,0.147,0.135,0.718,0.175,0.505,0.426,0.043,0.089,0.135,0.147,0.718,0.492,0.228,0.338,0.094,0.043,0.175,0.457,0.543
O08914,0.127,0.152,0.721,0.218,0.453,0.373,0.044,0.077,0.152,0.127,0.721,0.486,0.221,0.365,0.133,0.064,0.229,0.475,0.525
O08966,0.088,0.077,0.835,0.225,0.586,0.48,0.05,0.112,0.077,0.088,0.835,0.601,0.162,0.313,0.129,0.058,0.252,0.502,0.498
O08967,0.144,0.123,0.733,0.216,0.458,0.398,0.034,0.089,0.123,0.144,0.733,0.449,0.237,0.369,0.136,0.017,0.216,0.53,0.47
O09106,0.126,0.052,0.822,0.239,0.535,0.446,0.042,0.105,0.052,0.126,0.822,0.575,0.215,0.27,0.16,0.058,0.255,0.501,0.499
O09114,0.145,0.123,0.732,0.212,0.466,0.37,0.062,0.105,0.123,0.145,0.732,0.458,0.26,0.357,0.11,0.062,0.244,0.509,0.491
O09127,0.118,0.043,0.839,0.247,0.557,0.453,0.045,0.121,0.043,0.118,0.839,0.587,0.199,0.267,0.161,0.053,0.247,0.499,0.501
